id	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4
ProASV3	0	0	0	0	0.001176471	0.004705882	0	0
ProASV8	0	0	0	0	0	0.007647059	0	0.007058824
ProASV9	0	0	0	0	0	0.004117647	0	0
ProASV12	0	0	0	0	0.040588235	0.050588235	0.002352941	0.003529412
ProASV15	0	0	0	0	0.031176471	0.03	0.009411765	0.028235294
ProASV22	0	0	0	0	0.001176471	0.000588235	0	0
ProASV76	0	0	0	0	0	0.004117647	0	0
ProASV80	0	0	0	0	0	0.001176471	0	0
ProASV81	0	0	0	0	0	0.001176471	0	0
ProASV95	0.001176471	0.000588235	0.002941176	0	0	0.006470588	0	0
ProASV106	0	0	0	0	0.001176471	0.000588235	0	0
ProASV160	0	0	0	0	0	0.003529412	0	0
ProASV171	0.001764706	0.000588235	0.004117647	0	0	0.001764706	0	0
ProASV176	0	0	0	0	0	0.005882353	0	0
ProASV200	0	0	0	0	0	0.001764706	0	0.001176471
ProASV217	0.011176471	0.007647059	0.007647059	0.007647059	0.004705882	0.000588235	0.001176471	0.001764706
ProASV237	0	0	0	0	0	0.001764706	0	0
ProASV241	0.015294118	0.011764706	0.004117647	0.026470588	0.008823529	0.003529412	0.003529412	0.021176471
ProASV246	0.026470588	0.021764706	0.010588235	0.028235294	0.022941176	0.002941176	0	0.045294118
ProASV253	0.133529412	0.061176471	0.052352941	0.066470588	0.014705882	0.007647059	0.008235294	0.012941176
ProASV255	0	0	0	0	0	0.001764706	0	0
