id	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4
ProASV8	0	0	0	0	0	0.007647059	0	0.007058824
ProASV12	0	0	0	0	0.040588235	0.050588235	0.002352941	0.003529412
ProASV14	0	0	0	0	0	0	0	0.005294118
ProASV15	0	0	0	0	0.031176471	0.03	0.009411765	0.028235294
ProASV32	0.008823529	0.021764706	0.016470588	0.021176471	0.008823529	0.064117647	0.004705882	0.019411765
ProASV42	0.004705882	0	0.007647059	0.004705882	0.017058824	0.038823529	0.000588235	0.022352941
ProASV51	0.001176471	0.001176471	0	0	0.013529412	0	0	0.001176471
ProASV65	0.01	0.007058824	0	0.003529412	0.027647059	0	0	0.008823529
ProASV73	0	0	0	0	0.001764706	0	0	0.000588235
ProASV74	0	0	0	0	0	0	0.008823529	0.000588235
ProASV84	0	0	0	0	0	0	0.007058824	0.001176471
ProASV121	0.002352941	0.000588235	0.002352941	0.001176471	0.006470588	0	0.003529412	0.001176471
ProASV151	0	0	0	0	0	0	0	0.000588235
ProASV167	0	0	0	0	0	0	0	0.000588235
ProASV169	0	0	0	0	0	0	0	0.000588235
ProASV172	0	0	0	0	0.001764706	0	0	0.000588235
ProASV189	0	0	0	0	0	0	0	0.002941176
ProASV190	0.017058824	0.006470588	0.005882353	0.01	0.002941176	0	0	0.001764706
ProASV196	0	0.002352941	0	0	0	0	0	0.001176471
ProASV198	0	0	0	0	0	0	0	0.002352941
ProASV200	0	0	0	0	0	0.001764706	0	0.001176471
ProASV206	0	0	0	0	0.001176471	0	0	0.001764706
ProASV217	0.011176471	0.007647059	0.007647059	0.007647059	0.004705882	0.000588235	0.001176471	0.001764706
ProASV227	0	0.008823529	0	0	0	0	0	0.001176471
ProASV228	0.011176471	0.013529412	0.003529412	0.003529412	0.002941176	0	0.016470588	0.000588235
ProASV229	0.002352941	0	0	0	0	0	0.002941176	0.002352941
ProASV230	0	0	0	0	0	0	0	0.002352941
ProASV241	0.015294118	0.011764706	0.004117647	0.026470588	0.008823529	0.003529412	0.003529412	0.021176471
ProASV246	0.026470588	0.021764706	0.010588235	0.028235294	0.022941176	0.002941176	0	0.045294118
ProASV247	0.014117647	0.007647059	0.003529412	0.002941176	0	0	0	0.004117647
ProASV248	0.014705882	0.014117647	0.007647059	0.009411765	0.000588235	0.005294118	0.006470588	0.009411765
ProASV249	0.006470588	0	0	0	0	0	0.003529412	0.001764706
ProASV253	0.133529412	0.061176471	0.052352941	0.066470588	0.014705882	0.007647059	0.008235294	0.012941176
