id	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4
ProASV5	0	0	0.002941176	0	0	0	0	0
ProASV32	0.008823529	0.021764706	0.016470588	0.021176471	0.008823529	0.064117647	0.004705882	0.019411765
ProASV36	0	0	0.001764706	0	0	0	0	0
ProASV42	0.004705882	0	0.007647059	0.004705882	0.017058824	0.038823529	0.000588235	0.022352941
ProASV49	0	0	0.003529412	0	0	0	0	0
ProASV64	0	0	0.009411765	0	0	0	0	0
ProASV67	0.019411765	0.006470588	0.004117647	0.005882353	0	0	0.005882353	0
ProASV68	0	0	0.008823529	0	0	0	0	0
ProASV69	0	0	0.001764706	0	0	0	0	0
ProASV82	0	0	0.000588235	0	0	0	0	0
ProASV95	0.001176471	0.000588235	0.002941176	0	0	0.006470588	0	0
ProASV110	0	0	0.003529412	0	0	0	0	0
ProASV114	0	0	0.001176471	0	0	0	0	0
ProASV117	0	0	0.001176471	0	0	0	0	0
ProASV120	0	0	0.001764706	0	0	0	0	0
ProASV121	0.002352941	0.000588235	0.002352941	0.001176471	0.006470588	0	0.003529412	0.001176471
ProASV135	0	0	0.001176471	0	0	0	0	0
ProASV136	0	0	0.001176471	0	0	0	0	0
ProASV145	0	0	0.001176471	0	0	0	0	0
ProASV146	0	0	0.001176471	0	0	0	0	0
ProASV153	0	0	0.001764706	0	0	0	0	0
ProASV163	0	0	0.001176471	0	0	0	0	0
ProASV171	0.001764706	0.000588235	0.004117647	0	0	0.001764706	0	0
ProASV183	0	0	0.001764706	0	0	0	0	0
ProASV190	0.017058824	0.006470588	0.005882353	0.01	0.002941176	0	0	0.001764706
ProASV203	0.008823529	0.004705882	0.002941176	0.003529412	0	0	0.007058824	0
ProASV217	0.011176471	0.007647059	0.007647059	0.007647059	0.004705882	0.000588235	0.001176471	0.001764706
ProASV223	0	0	0.001176471	0	0	0	0	0
ProASV228	0.011176471	0.013529412	0.003529412	0.003529412	0.002941176	0	0.016470588	0.000588235
ProASV241	0.015294118	0.011764706	0.004117647	0.026470588	0.008823529	0.003529412	0.003529412	0.021176471
ProASV246	0.026470588	0.021764706	0.010588235	0.028235294	0.022941176	0.002941176	0	0.045294118
ProASV247	0.014117647	0.007647059	0.003529412	0.002941176	0	0	0	0.004117647
ProASV248	0.014705882	0.014117647	0.007647059	0.009411765	0.000588235	0.005294118	0.006470588	0.009411765
ProASV253	0.133529412	0.061176471	0.052352941	0.066470588	0.014705882	0.007647059	0.008235294	0.012941176
