ID	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4
BACasv1	0.001920898	0.001738802	0.002109224	0.00235304	0.07212455	0.078850204	0	0
BACasv2	0	0	0	0	0.075990256	0.046983026	0	0.0001153
BACasv3	0	0	0	0	0.013132811	0.010333292	0	0
BACasv4	0.003743289	0.001852202	0.006213659	0.004285894	0.07667867	0.060339487	0.00839079	0.013317191
BACasv6	0.00413732	0.008920809	0.021833314	0.01911845	0.021976276	0.02584562	0.021074541	0.015277297
BACasv7	0.001723883	0.0002646	0.000855091	0.002016891	0.005401398	0.023392393	0.003057109	0.002767209
BACasv8	0	0	0	0	0.005560263	0.007434023	0	0
BACasv10	0.008619416	0.015309015	0.009577015	0.012143367	0.014191908	0.028051047	0.037400807	0.048887352
BACasv11	0	0	0	0	0.061427664	0.05491265	0	0
BACasv12	0	0	0	0	0.008049142	0.015512328	0	0
BACasv13	0	0	0	0	0.021764457	0.01598315	0	0
BACasv14	0.001674629	0.003515404	0.005073538	0.007605362	0.058197416	0.079519267	0.001300898	0.000864753
BACasv15	0	0	0	0	0	0.010060711	0	0
BACasv16	0.042358272	0.029181629	0.050621366	0.046598597	0	0.000569942	0.035969819	0.064856451
BACasv17	0.000837315	0.001965602	0.001710181	0.002269003	0.015303961	0.011126254	0	0.000634152
BACasv20	0	0	0	0	0.020758314	0.02254987	0	0
BACasv21	0.003743289	0.003250803	0.004047429	0.001974873	0.013397585	0.018634618	0.009821777	0.017698605
BACasv22	0	0	0	0	0.007890277	0.010481972	0	0
BACasv23	0	0	0	0	0.014191908	0.00954033	0	0
BACasv25	0.004038812	0.001701002	0.001824193	0.002226984	0.020864224	0.019824061	0.015415637	0.009224029
BACasv26	0.005713441	0.003666604	0.003705393	0.004327913	0.012073713	0.012241358	0.006764668	0.013259541
BACasv27	0.000837315	0	0	0.000714316	0.032884982	0.033577004	0.003837648	0.002133057
BACasv28	0	0	0	0	0.000476594	0.000867303	0	0
BACasv29	0.002708959	0.004120204	0.002679284	0.001344594	0.007996187	0.00956511	0.003902693	0.004669664
BACasv30	0	0	0	0	0.006990044	0.010506753	0	0
BACasv31	0	0	0	0	0.021552637	0.01613183	0	0
BACasv33	0.009407477	0.02003402	0.034887698	0.026891886	0.006142766	0.003717012	0.008911149	0.016545601
BACasv35	0.015908979	0.013494613	0.016189716	0.009580234	0.007678458	0.008078305	0.010277091	0.013086591
BACasv36	0	0	0	0	0.007943232	0.005402057	0	0
BACasv37	0	0	0	0	0.003124338	0.002403667	0	0
BACasv38	0	0	0	0	0.00206524	0.001585925	0	0
BACasv39	0	0	0	0	0.003865706	0.003989592	0.000520359	0
BACasv40	0.000935822	0	0.001425151	0.001050464	0.009796653	0.005005576	0.00253675	0
BACasv44	0.01423435	0.012549613	0.020693193	0.014454389	0.000900233	0.001635485	0.005073501	0.008935778
BACasv45	0.003004482	0.001209601	0.003933417	0.003445523	0.007095954	0.006071119	0.000650449	0.001671855
BACasv46	0.000492538	0.001852202	0.003192338	0.003865709	0.001906376	0.004336513	0	0
BACasv47	0.00310299	0.006917407	0.008835937	0.009076012	0.005189578	0.006814521	0.016326265	0.011472386
BACasv48	0	0	0	0	0.010114383	0.00956511	0	0
BACasv49	0	0	0	0	0.002330015	0.002230207	0	0
BACasv50	0	0	0.001083115	0	0.008313917	0.009862471	0.003447379	0.005015566
BACasv53	0.025070187	0.016518617	0.017101813	0.010966847	0.002012286	0.003766572	0.012943931	0.012510089
BACasv54	0.002167167	0.001965602	0.004788508	0.006428842	0.011597119	0.014248544	0.002861975	0.000922403
BACasv56	0	0	0	0	0.001588646	0.001313344	0.004553142	0
BACasv58	0	0	0.000912097	0.001260557	0.005401398	0.003816132	0	0
BACasv60	0	0	0.00057006	0.00058826	0.003759797	0.004311733	0	0
BACasv61	0	0	0	0	0.001853421	0.004410854	0	0
BACasv65	0	0	0	0	0.002118195	0.001462025	0	0
BACasv66	0	0	0	0	0	0.001189444	0	0
BACasv67	0	0	0.00028503	0.000420186	0.002753654	0.003989592	0.001496032	0
BACasv69	0	0	0	0	0.003336158	0.003419651	0	0
BACasv71	0	0	0	0	0.000529549	0.000916863	0	0
BACasv72	0.002265675	0.000869401	0.001596169	0.001848817	0.005242533	0.002800149	0.00292702	0.004784965
BACasv73	0	0	0	0	0.006036857	0.002775369	0	0
BACasv75	0	0	0	0	0	0.001908066	0	0
BACasv76	0	0	0	0	0.002806609	0.002924049	0	0
BACasv77	0	0	0	0	0.002435925	0.002626688	0	0
BACasv78	0	0	0	0	0.003442067	0.001536365	0	0
BACasv80	0	0	0	0	0.005295488	0.002874489	0	0
BACasv82	0.001625376	0.001323001	0	0.000672297	0.001800466	0.002081526	0.002081436	0.00328606
BACasv84	0.00206866	0.001058401	0.002394254	0.001428631	0	0.000322141	0.006049174	0.00651447
BACasv86	0.002364183	0	0.001083115	0	0	0.001164664	0.007024847	0.00334371
BACasv87	0	0.0003402	0	0	0.001747511	0.000941643	0	0
BACasv89	0	0	0	0	0.002912519	0.001065543	0	0
BACasv90	0	0	0	0	0.001906376	0.00307273	0.001756212	0.002651908
BACasv92	0	0	0	0	0.002700699	0.001660265	0	0
BACasv93	0	0	0	0	0.001588646	0.002155867	0	0
BACasv94	0	0	0	0	0.002012286	0.001239004	0.001561077	0
BACasv96	0	0	0	0	0.009373014	0.007409243	0	0
BACasv97	0	0	0	0	0	0.001412464	0	0
BACasv99	0	0	0	0	0.007307774	0.006071119	0	0
BACasv100	0	0	0	0	0.001906376	0.001660265	0	0
BACasv101	0.00039403	0.0003402	0.000798085	0.000462204	0.001747511	0.001561145	0	0
BACasv102	0	0	0	0	0.001641601	0.001263784	0.001886302	0.001383604
BACasv105	0	0	0	0	0.002965473	0.002131087	0	0
BACasv106	0	0	0	0	0.002330015	0.000792962	0	0
BACasv110	0.000443284	0	0	0	0.005030714	0.002874489	0	0.000172951
BACasv112	0	0.002192402	0	0.00147065	0.001747511	0.001536365	0	0
BACasv114	0	0	0	0	0.002594789	0.001462025	0	0
BACasv118	0.000935822	0.001096201	0	0	0.003547977	0.001908066	0	0
BACasv120	0	0	0	0	0.005877992	0.003047949	0	0
BACasv121	0	0	0	0	0	0.000892083	0.004423052	0.006860371
BACasv123	0	0.0002268	0	0	0.002647744	0.005278156	0	0
BACasv124	0	0	0	0	0.001376827	0.000669062	0	0
BACasv126	0	0	0.001767187	0.001302576	0	0.001833726	0.003252244	0.001844806
BACasv128	0	0	0	0	0.003653887	0.000495602	0.00266684	0.001210654
BACasv129	0	0	0	0	0.001588646	0.002007186	0	0
BACasv134	0	0	0	0	0	0.002948829	0	0
BACasv139	0	0	0	0	0.002594789	0.001139884	0	0
BACasv140	0	0	0	0	0.001535692	0.001338124	0	0
BACasv141	0.000935822	0.000982801	0.001254133	0.001386613	0.001112053	0.001982406	0.003057109	0.002421308
BACasv143	0.002610452	0.003402003	0.004275453	0.007017102	0.001694556	0.002849709	0.008846104	0.016315001
BACasv146	0	0	0	0	0.000582504	0.001139884	0	0
BACasv148	0	0	0	0	0.001482737	0.002899269	0	0
BACasv153	0	0	0	0	0.003865706	0.001065543	0	0
BACasv154	0	0	0	0	0.001165007	0.001214224	0	0
BACasv156	0	0	0	0	0.000582504	0.000396481	0	0
BACasv157	0.006747771	0.005518806	0.011515221	0.009748309	0	0.0001239	0.005528815	0.008359276
BACasv161	0	0	0	0	0	0.001090323	0	0
BACasv173	0	0	0	0	0.001217962	0.000768182	0.000390269	0
BACasv176	0	0	0	0	0.001165007	0.000892083	0	0
BACasv178	0	0	0	0	0	0.001982406	0	0
BACasv181	0	0.0004536	0.002223236	0.001596706	0	0.000322141	0	0
BACasv182	0	0	0	0	0.003230248	0.001660265	0	0
BACasv183	0	0	0.001368145	0.002142947	0.002435925	0.000966423	0.009886822	0.003516661
BACasv186	0.00039403	0	0	0.00029413	0	0.001139884	0	0.000691802
BACasv187	0	0	0	0	0.004607075	0.002403667	0	0
BACasv192	0	0	0	0	0.000370684	0.001437244	0	0.000980053
BACasv194	0	0	0	0	0.001006143	0.000892083	0	0
BACasv195	0	0	0	0	0.001006143	0.000792962	0	0
BACasv200	0	0	0	0	0	0.000272581	0	0
BACasv207	0	0	0	0	0.000317729	0.001759385	0	0
BACasv212	0	0	0	0	0.001112053	0.000569942	0	0
BACasv213	0	0	0	0	0.001006143	0.000842523	0	0
BACasv215	0	0	0	0	0	0.000842523	0	0
BACasv221	0	0	0	0	0.001906376	0.000817743	0	0
BACasv222	0	0	0	0	0	0.000545162	0	0
BACasv223	0	0	0	0	0	0.000768182	0	0
BACasv231	0.003546274	0.001890002	0.000342036	0.000504223	0.001323872	0.000867303	0	0.001383604
BACasv234	0.003152244	0	0	0	0	0.000594722	0	0
BACasv238	0	0	0	0	0	0.000991203	0	0
BACasv240	0	0	0	0	0	0.001561145	0	0
BACasv242	0	0.000642601	0.000114012	0.00029413	0.002541834	0.001511585	0.001235853	0.000403551
BACasv247	0	0	0.000342036	0	0	0.000545162	0	0
BACasv251	0	0	0	0	0.000847278	0.001313344	0	0
BACasv253	0	0	0	0	0	0.00014868	0	0
BACasv260	0	0	0	0	0	0.000594722	0	0
BACasv267	0	0	0	0	0.001588646	0.001833726	0	0
BACasv268	0	0	0	0	0.001588646	0.000644282	0	0
BACasv270	0	0	0	0	0	0.000842523	0	0
BACasv285	0	0	0	0	0.001217962	0.000520382	0	0
BACasv287	0.000591046	0.000831601	0.001140121	0.000756334	0.001376827	0.000842523	0.001821257	0.001441254
BACasv288	0	0	0	8.40E-05	0.000900233	0.002205427	0	0
BACasv293	0.003152244	0.000529201	0.003648387	0.002016891	0	0.000223021	0.001496032	0
BACasv295	0	0.001927802	0	0	0.001588646	0.001214224	0	0.000922403
BACasv300	0	0	0	0	0	0.000669062	0	0
BACasv305	0	0	0	0	0.001376827	0.000569942	0	0
BACasv306	0	0	0	0	0	0.002007186	0	0
BACasv309	0	0	0	0	0	0.000892083	0.001691167	0.001325954
BACasv316	0	0	0	0	0.002012286	0.001189444	0.001105763	0
BACasv317	0	0	0	0	0.000635459	0.000346921	0.00253675	0.001268304
BACasv323	0	0	0	0	0	9.91E-05	0	0
BACasv324	0	0	0	0	0.00021182	0.00014868	0	0
BACasv325	0	0	0	0	0	0.000743402	0	0
BACasv331	0.000985076	0.001058401	0.000684073	0	0.000423639	0.000743402	0	0
BACasv351	0	0	0	0	0	0.000545162	0	0
BACasv352	0.003841797	0.003213003	0.001197127	0.003109374	0.000317729	0.000198241	0.006504488	0.006283869
BACasv366	0.000541792	0	0	0	0	0.000371701	0	0
BACasv372	0	0	0	0	0	0.000966423	0	0
BACasv373	0	0	0	0	0	0.000966423	0	0
BACasv374	0	0	0	0	0.000529549	0.000718622	0	0
BACasv379	0	0	0	0	0	0.000941643	0	0
BACasv389	0	0	0	0	0.000264774	0.001214224	0	0
BACasv397	0	0	0	0	0	9.91E-05	0	0
BACasv398	0	0	0	0	0	0.000495602	0	0
BACasv404	0.000443284	0.003628804	0.002565272	0.002184966	0	0.000247801	0	0
BACasv408	0.00142836	0	0	0.000798353	0	0.000396481	0	0.002075406
BACasv411	0	0	0	0	0	0.000396481	0	0
BACasv412	0	0	0	0	0	0.000247801	0	0
BACasv413	0	0	0	0	0.000317729	0.000446041	0	0
BACasv428	0	0	0	0	0	0.000842523	0	0
BACasv429	0	0	0.000171018	0	0	0.000198241	0	0
BACasv430	0	0	0	0	0	0.000594722	0	0
BACasv440	0	0	0	0	0.000423639	0.000322141	0	0
BACasv442	0	0	0	0	0.000529549	9.91E-05	0	0
BACasv449	0	0	0	0	0	0.0001239	0	0
BACasv450	0	0	0	0	0.00021182	0.000322141	0	0
BACasv455	0	0.001171801	0	0	0.000317729	0.000223021	0	0
BACasv472	0.003053736	0.002608203	0.004218447	0.00264717	0	0.000173461	0.001300898	0.001960106
BACasv490	0	0.0002268	0	0	0	0.001610705	0	0
BACasv493	0	0	0	0	0	0.000619502	0	0
BACasv496	0	0	0	0	0	7.43E-05	0	0
BACasv511	0	0	0	0	0	0.000619502	0	0
BACasv512	0	0	0	0	0	0.001239004	0	0
BACasv514	0	0	0	0	0.000688413	0.000247801	0	0
BACasv522	0	0	0	0	0.000635459	0.000297361	0	0
BACasv540	0	0	0	0	0	0.000569942	0	0
BACasv541	0	0	0	0	0	0.000569942	0	0
BACasv542	0	0	0	0.000630279	0	0.000569942	0	0
BACasv543	0.00039403	0.0001512	0	0	0.000529549	0.0001239	0	0.001325954
BACasv548	0	0	0	0	0	0.000173461	0	0
BACasv549	0	0	0	0	0	0.000173461	0	0
BACasv556	0	0	0	0	0	0.000545162	0	0
BACasv562	0	0	0	0	0.000476594	0.000569942	0	0
BACasv569	0	0	0	0	0	0.000520382	0	0
BACasv580	0	0	0	0	0.000317729	0.000198241	0.000650449	0
BACasv581	0	0	0	0	0.000741368	0.000322141	0	0
BACasv596	0	0	0	0	0	0.000495602	0	0
BACasv597	0	0	0	0	0.000529549	0.000495602	0	0
BACasv610	0	0	0	0	0	0.000223021	0	0
BACasv614	0.002758213	0.001701002	0.001254133	0.000672297	0	0.000272581	0	0.000749452
BACasv622	0	0	0	0	0	0.000470821	0	0
BACasv637	0.001083584	0.000378	0	0	0	0.000446041	0	0
BACasv645	0	0	0	0	0	0.000446041	0	0
BACasv646	0	0	0	0	0	0.000446041	0	0
BACasv647	0	0	0	0	0	0.000446041	0	0
BACasv665	0	0	0	0	0	0.000421261	0	0
BACasv672	0	0	0	0	0.000688413	0.000223021	0	0
BACasv673	0	0	0	0	0	0.00014868	0	0
BACasv683	0	0	0	0	0	0.000396481	0	0
BACasv690	0	0	0	0	0	0.000198241	0	0
BACasv709	0	0	0	0	0	0.000371701	0	0
BACasv712	0	0	0	0	0	0.00014868	0	0
BACasv723	0	0	0	0	0	0.000346921	0	0
BACasv726	0	0	0	0	0	0.0001239	0	0
BACasv742	0	0	0	0	0	0.000322141	0	0
BACasv769	0	0	0	0	0	0.000297361	0	0
BACasv770	0.000295523	0	0	0	0.000158865	0.000297361	0	0
BACasv788	0	0	0	0	0	0.000272581	0	0
BACasv789	0	0	0	0	0	0.000272581	0	0
BACasv792	0.000443284	0	0	0.000252111	0	0.000247801	0	0.000634152
BACasv793	0	0	0	0	0	0.000173461	0	0
BACasv796	0	0	0	0	0	0.000223021	0	0
BACasv824	0	0	0	0	0	0.000247801	0	0
BACasv859	0	0	0	0	0	0.000223021	0	0
BACasv890	0	0	0	0	0.000423639	0.000198241	0	0
BACasv918	0	0	0	0	0	0.000173461	0	0
BACasv919	0	0	0	0	0	0.000173461	0	0
BACasv920	0	0	0	0	0	0.000173461	0	0
BACasv957	0	0	0	0	0	0.00014868	0	0
BACasv958	0	0	0	0	0	0.00014868	0	0
BACasv987	0	0	0	0	0	0.0001239	0	0
BACasv988	0	0	0	0	0	0.0001239	0	0
BACasv1010	0	0	0	0	0	9.91E-05	0	0
BACasv1028	0	0	0	0	0	7.43E-05	0	0
FUNasv1	0.007321718	0.006798857	0.004597621	0.0117293	0.001090146	0.002875771	0.004106252	0.001715756
FUNasv2	0.270673729	0.213225929	0.233329249	0.278185045	0.219628739	0.189242054	0.26670989	0.279350554
FUNasv3	0.018375432	0.023844768	0.029032691	0.02882718	0.053142065	0.049400396	0.061122244	0.085819591
FUNasv4	0.042792103	0.049181268	0.043391504	0.031065007	0.046275165	0.092036326	0.060287241	0.077653862
FUNasv5	0.061583417	0.061906893	0.093224344	0.076780616	0.006377863	0.004715334	0.014902354	0.014552156
FUNasv6	0.001094427	0.001543369	0.001948738	0.007077266	0.001232782	0.000116428	0.001041298	0.000254186
FUNasv7	0.000777043	0.000596693	0.002147112	0.004122893	0	0.000256142	0.001011828	0.000651352
FUNasv8	0.001477477	0.001405671	0.001767867	0.0051922	0.000163012	0.000256142	0.000972533	0.000460712
FUNasv9	0.019349472	0.009931495	0.01061887	0.011222206	0.031817997	0.105111189	0.058735117	0.069885299
FUNasv10	0.017270061	0.01648938	0.012124182	0.021650701	0.024329611	0.106077541	0.03922551	0.057366632
FUNasv12	0.016646237	0.020964577	0.029785347	0.040391124	0.005736001	0.001932705	0.009872687	0.005051949
FUNasv14	0.024175896	0.034757364	0.028460906	0.015389194	0	0.002945628	0.015540886	0.005735075
FUNasv16	0.001083483	0.00152042	0.001960407	0.000440951	0.114709838	0.007311678	0.024401745	0.011104756
FUNasv17	0.00015322	0.000206548	0.00077016	0.002193732	0	0.000104785	0.000334001	0.000206526
FUNasv18	3.28E-05	7.46E-05	7.58E-05	0.000220476	0.10800595	0.001106066	0.002406774	0.000921425
FUNasv20	0.010309504	0.006127578	0.007695764	0.010593851	0.029933165	0.012376295	0.019607843	0.01264576
FUNasv22	0.005669133	0.008181578	0.004580117	0.00554496	0.019643003	0.01306322	0.040718692	0.022844978
FUNasv23	0.001291424	0.001124537	0.003127316	0.007485145	0.000845627	0.004936547	0.000491178	0.001985829
FUNasv25	0.009707569	0.002363822	0.002374659	0.001719709	0.030931616	0.011968797	0.02879288	0.018142535
FUNasv26	0.003742941	0.00422275	0.00345405	0.002127589	0.000478849	0.001303993	0.000648356	0
FUNasv27	0.00202469	0.001635168	0.002689725	0.002645707	0.000315837	0.001129351	0.001149358	0.000905538
FUNasv30	0.000842709	0.000476207	0.000414253	0.001653567	6.11E-05	0.000104785	5.89E-05	9.53E-05
FUNasv32	0.004574706	0.003568683	0.005776199	0.012831678	0.011971228	0.007334963	0.00916539	0.01118419
FUNasv33	0.013089349	0.013500178	0.011336519	0.002789016	0.000621485	0.000267784	0.000186648	0.000413052
FUNasv34	0.002933065	0.003304761	0.00435257	0.005412675	0.001018828	0.001397136	0.000805533	0.000603692
FUNasv37	0.000164164	0.000154911	0.000169202	0.000341737	0	0.000116428	0.000334001	0.000222413
FUNasv38	0.011360154	0.008370914	0.008956025	0.003252015	0.001253158	0.001758063	0.000933239	0.000667239
FUNasv39	0.048953728	0.041602121	0.040030806	0.026236592	0.021558399	0.029537781	0.01376282	0.01080291
