ASVID	Arable6_1	Arable6_2	Arable6_3	Arable6_4	Arable9_1	Arable9_2	Arable9_3	Arable9_4
FUNasv2	0.033939769	0.017989779	0.012799801	0.014009767	0.003712626	0.006010032	0.002120581	0.000798855
FUNasv5	0.022017414	0.010049884	0.006241111	0.007953776	0.001634311	0.001552778	0.002171373	0.000524621
FUNasv6	0.063935376	0.068617287	0.10579512	0.106445218	0.025648292	0.050537887	0.042792564	0.037581972
FUNasv7	0.030305148	0.037418741	0.084627812	0.07844986	0.01282887	0.046035948	0.048633685	0.025730297
FUNasv9	0.001977074	0.000536644	0.000110462	0.00010879	0.0003023	0.00021225	0.000292056	0.000250388
FUNasv10	0.002356512	0.001439182	0.000441849	0.000568127	0.000510132	0.000402158	0.000672999	0.001454632
FUNasv11	0	0	0.000662773	0.000290107	0.042407066	0.203436219	0.015974197	0.026731847
FUNasv12	0.032501897	0.018587406	0.015989396	0.022096509	0.003145813	0.003943385	0.002095185	0.004363897
FUNasv13	0.002206734	0.000487858	0.000110462	8.46E-05	0.00012281	0	0	0
FUNasv14	0.012211926	0.009805954	0.004611795	0.006406537	0.001058051	0.001117106	0.00139679	0.000321927
FUNasv16	0.000519232	0.000865949	0.002678707	0.001232956	0.003372538	0.004859412	0.001079338	0.000274234
FUNasv17	0.023055877	0.041370394	0.017673943	0.013985591	0.01267772	0.010288549	0.010806075	0.025360677
FUNasv18	0.000289571	0	0.000207117	0.000350546	0.000387322	0	0	0
FUNasv20	0.005481887	0.000597627	0.000179501	0.000290107	0.000906901	0.000223421	0.000126981	0.000286157
FUNasv24	0.000968567	0.001073289	0.001366969	0.001402185	0.049756743	0.005831295	0.003453881	0.032931918
FUNasv27	0.014328793	0.011745192	0.014014885	0.015980079	0.012573804	0.043176156	0.014729785	0.024382974
FUNasv29	0.000649039	0.000451269	0.000262348	0.000265932	0.004799018	0.05877096	0.006044291	0.010397043
FUNasv30	0.025751887	0.0258443	0.013780153	0.009525191	0.000292853	0.000804316	0.000736489	0.000918088
FUNasv32	0.002186764	0.001085485	0.000593734	0.000713181	0.000188938	0.00010054	0.000215868	0
FUNasv33	0.00470304	0.00179288	0.000828466	0.00126922	0.000358982	0	0	0
FUNasv34	0.02027	0.019416765	0.003797136	0.005028527	0.001350905	0.000904856	0.000571414	0.000441159
FUNasv35	0.004423453	0.003793099	0.00229209	0.004315347	0.000113363	0	0.000101585	0
FUNasv36	0.001707473	0.001146467	0.001035583	0.000979112	0.000557366	0.000480356	0.000177773	0.00100155
FUNasv38	0.00336502	0.002219756	0.003382903	0.003324147	0.001020264	0.001284672	0.000812678	0.000727316
FUNasv40	0.001977074	0.001475772	0.001988319	0.002888986	0.000113363	0.000167566	0.000507924	0
FUNasv41	0.006360586	0.004524887	0.008491777	0.010202108	0.004402248	0.008177218	0.014831369	0.049159413
FUNasv43	0.00562168	0.007183715	0.009927785	0.00958563	0.002427849	0.007719204	0.007936306	0.00463813
FUNasv51	0.000499261	0.00017075	0.001311738	0.00209119	0.006990695	0.020789347	0.003187221	0.002921188
FUNasv52	0.01034469	0.0134405	0.01763252	0.023099797	0.048368051	0.025659931	0.025840614	0.027566472
FUNasv53	0.010264808	0.006366552	0.012772186	0.007434001	0.001615417	0.002088989	0.000622206	0.016477882
FUNasv58	0.004423453	0.003695528	0.005868302	0.004049415	0.003523688	0.002580515	0.002184072	0.008405866
FUNasv62	0.004842833	0.003732117	0.00309294	0.004194469	0.0003023	0.000335132	0.000469829	0.000894241
FUNasv63	0.004193793	0.001744094	0.001960703	0.0019824	0.001020264	0.000770803	0.000152377	0.000226541
FUNasv66	0	0	0	0.000157141	0.00012281	0.000458014	0.000520622	2.38E-05
FUNasv67	0	0	0.000690388	0	0.046535355	0.001396383	0.000253962	0.000107309
FUNasv68	0.007279227	0.006549499	0.007635696	0.004013152	0.002210571	0.001038909	0	0.000608084
FUNasv73	0.000698966	0.000280519	0	0	0.000160597	0	8.89E-05	3.58E-05
FUNasv75	0.00179734	0.003634545	0.004791296	0.005330722	0.004090501	0.006389848	0.007364892	0.007583164
FUNasv76	0.002096897	0.002792989	0.019607031	0.011096606	0.003448113	0.005920663	0.004507822	0.006927388
FUNasv86	0.001078404	0.000975717	0.001684548	0.001523064	0.0003023	0.000111711	8.89E-05	0
FUNasv89	0.000379438	0.000426876	0.000787043	0.000531863	0.000793538	0.00073729	0.014640898	0.003481579
FUNasv92	0.001777369	0.001305021	0.001449816	0.002067015	0.000188938	0	0	7.15E-05
FUNasv98	0.002516276	0.002036809	0.00526076	0.003239532	0.00045345	0.000714948	0.001320601	0.00129963
FUNasv101	0.002376483	0.000353697	0.000165693	0.000326371	8.50E-05	0.00010054	0.000152377	0.000166925
FUNasv102	0.004273675	0.001439182	0.001822625	0.00159559	0.000736857	0.00083783	0.000571414	0.001025396
FUNasv103	0.000299557	0.00020734	0.000138078	0.000314283	0.001369798	0.000971882	0.001079338	0.000596161
FUNasv112	0.001427887	0.000512251	0.001201276	0.001438449	0.000311747	0	0	0
FUNasv119	0.000659025	0.000219536	0.001242699	0.000725268	0.000604601	0	0	0.000405389
FUNasv132	0.000169749	0.000536644	0.000207117	0.000447249	0.000547919	0.001038909	0.001155526	0.008131632
FUNasv139	0.002396453	0.000268322	0.002140204	0.001752732	0.000991923	0.000223421	0.000253962	0.000977704
FUNasv140	0.000698966	0.00117086	0.000869889	0.000362634	0.000340088	0.002960332	0.002285656	0.001287707
FUNasv143	0	0	0	0	0.014907184	0.00073729	0.00166345	0.000548468
FUNasv146	0.002566202	0.001841666	0.000414233	0.000253844	0.000377875	5.59E-05	0	0
FUNasv155	0	0	0	0	0.000141703	0	0	0
FUNasv156	0.000649039	0.000268322	0.00024854	0.000640654	0.00102971	0.001698001	0.001257111	0.001323477
FUNasv158	0	0.000341501	0	0	0.000330641	0.000659093	0.00059681	9.54E-05
FUNasv163	7.99E-05	0.000268322	0	0	0.002692362	0.000748461	0.000507924	0.001561941
FUNasv166	0.000319527	0	0.00012427	0.000157141	0.001039157	0.000335132	0.000165075	0
FUNasv169	0.000249631	6.10E-05	6.90E-05	8.46E-05	3.78E-05	0	0	0
FUNasv182	8.99E-05	0	0.000179501	9.67E-05	0.004799018	0.00357474	0.001053941	0.001108859
FUNasv186	0.000139793	0	0	0	0.001766567	0.001508093	0.000888866	0.000166925
FUNasv192	0	0	0.000138078	6.04E-05	7.56E-05	0.002144844	0.002018996	0.000274234
FUNasv203	0.000169749	8.54E-05	0	0	0.000585707	0.000357474	0.000342848	0.000155002
FUNasv204	0	0	0	0	7.56E-05	0	0	0.000226541
FUNasv207	0	6.10E-05	2.76E-05	0	0.000859667	0.000279277	0.002082487	0.000393466
FUNasv211	0.000179734	7.32E-05	0	0	9.45E-05	5.59E-05	6.35E-05	0
FUNasv214	5.99E-05	0	0	0	0.000170044	0.000301619	0.000215868	7.15E-05
FUNasv224	3.00E-05	3.66E-05	6.90E-05	0.00010879	0.000944688	0.000681435	0.000444433	0.00063193
FUNasv229	0	6.10E-05	0	0	0.000632941	0.000167566	0.000126981	0.000143079
FUNasv249	0.000269601	0.000109768	0	8.46E-05	0.000614048	0	0	5.96E-05
FUNasv254	0.00089867	0.000390287	0.000952736	0.00027802	8.50E-05	5.59E-05	2.54E-05	8.35E-05
FUNasv257	0	0.000146358	0.000414233	8.46E-05	0.000897454	0.000368645	0.000355547	0.00029808
FUNasv269	0.000269601	0.00041468	0.000193309	0.000193405	4.72E-05	0	0	0.000107309
FUNasv276	0.000199704	0.000439073	0.000110462	0	0.000358982	0	0.000101585	0
FUNasv277	0.000139793	4.88E-05	0	0.00010879	0.000670729	0.001251159	0.000241264	0.000155002
FUNasv291	0	0	0	0	0.001228095	7.82E-05	5.08E-05	0
FUNasv296	0	0	0	0	0.000141703	0.000145224	0.000126981	3.58E-05
FUNasv301	0	0	0	0	0.000340088	0.000290448	0.000393641	0.001216168
FUNasv309	0	0	0	0	0.000954135	0	0	0.000107309
FUNasv310	0	0	0	0	0.000595154	0	6.35E-05	0
FUNasv313	0	0	0	0	0.000812432	0	0	0
FUNasv317	0	0	0	4.84E-05	7.56E-05	0.00010054	0.000584112	0
FUNasv325	0	0	0	0.00010879	0.000113363	0.000513869	0.000419037	0
FUNasv329	0	0	0	0	0.000925795	0	0	0
FUNasv330	0.000289571	0.000597627	5.52E-05	4.84E-05	0.000538472	0.000145224	0	0
FUNasv334	0.000389424	0	0.000538503	0.00038681	9.45E-05	0	5.08E-05	9.54E-05
FUNasv340	0	0	0	6.04E-05	0.000529026	0.000111711	0	0.000321927
FUNasv361	0	0	0	6.04E-05	0.000349535	0.000111711	0	0.000274234
FUNasv364	0	0	0	0	0.000217278	0.000189908	0.000139679	0
FUNasv370	6.99E-05	0	0	6.04E-05	0.000132256	0.000167566	5.08E-05	0
FUNasv378	0.000129808	0	6.90E-05	0.000132966	0.000595154	0	0	0
FUNasv379	0	0	0	0	0.000103916	0	2.54E-05	0
FUNasv394	0	0	0	0	0.000538472	0	0	0
FUNasv403	0	0	0	0	0.000245619	0	0	0
FUNasv406	4.99E-05	0	5.52E-05	0	0.000188938	8.94E-05	0	0.000166925
FUNasv418	0	0	0	0	0.00015115	0	0	0.00033385
FUNasv419	0	0	0	0	0.00012281	5.59E-05	0.000253962	0
FUNasv427	3.99E-05	0	0.000138078	0	0.000160597	6.70E-05	0	0.000143079
FUNasv477	0	0	0	0	0.000255066	0	0	0
FUNasv485	0	0	0	0	0.000141703	0.000122882	0.000190471	0
FUNasv501	0	0	0	0	0.00012281	0	8.89E-05	0
FUNasv514	0	0	0	0	0.000103916	0	0	0.000119232
FUNasv515	0	0	0	0	9.45E-05	6.70E-05	0.000101585	0
FUNasv544	0	0	0	0	5.67E-05	5.59E-05	3.81E-05	0
FUNasv568	0	0	0	0	0.000132256	0	0	0
