	FUNasv2	FUNasv5	FUNasv6	FUNasv7	FUNasv9	FUNasv10	FUNasv11	FUNasv12	FUNasv14	FUNasv16	FUNasv17	FUNasv24	FUNasv29	FUNasv30	FUNasv32	FUNasv34	FUNasv36	FUNasv38	FUNasv40	FUNasv41	FUNasv43	FUNasv44	FUNasv45	FUNasv49	FUNasv51	FUNasv52	FUNasv53	FUNasv54	FUNasv58	FUNasv62	FUNasv63	FUNasv66	FUNasv67	FUNasv68	FUNasv75	FUNasv76	FUNasv85	FUNasv86	FUNasv87	FUNasv88	FUNasv89	FUNasv91	FUNasv98	FUNasv101	FUNasv102	FUNasv103	FUNasv132	FUNasv138	FUNasv139	FUNasv143	FUNasv146	FUNasv156	FUNasv158	FUNasv163	FUNasv166	FUNasv174	FUNasv176	FUNasv182	FUNasv186	FUNasv203	FUNasv207	FUNasv209	FUNasv210	FUNasv211	FUNasv214	FUNasv220	FUNasv224	FUNasv229	FUNasv230	FUNasv254	FUNasv257	FUNasv277	FUNasv291	FUNasv296	FUNasv301	FUNasv317	FUNasv325	FUNasv330	FUNasv340	FUNasv359	FUNasv361	FUNasv364	FUNasv370	FUNasv406	FUNasv419	FUNasv427	FUNasv469	FUNasv485	FUNasv515	FUNasv516	FUNasv544
FUNasv17	0	0	0	0	0	0	0	0	0	-0.761904761904762	0	0	0	0.761904761904762	0	0	0.857142857142857	0	0	0	0	0	0	0	-0.833333333333333	0	0	0	0.714285714285714	0	0	-0.829515062006253	0	0	0	0	0	0	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	-0.754504545005353	0	0	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	-0.791039852105472	-0.722968462440373	0	-0.913223320977314	-0.938590635448906	0	0	0	0	-0.791039852105472	-0.707527552887687	0	-0.791039852105472	0	0	-0.791039852105472	-0.791039852105472	0	-0.791039852105472
FUNasv24	-0.857142857142857	-0.904761904761905	-0.738095238095238	0	0	0	0.898219696434944	-0.761904761904762	-0.952380952380952	0	0	0	0	-0.880952380952381	-0.904761904761905	-0.80952380952381	-0.714285714285714	-0.761904761904762	-0.761904761904762	0	0	0.80952380952381	-0.97007727214974	-0.902707567477393	0.857142857142857	0.976190476190476	0	0	0	-0.857142857142857	0	0	0.707527552887687	-0.714285714285714	0	0	-0.738095238095238	0	-0.785714285714286	-0.754504545005353	0.738095238095238	0.80952380952381	-0.785714285714286	-0.80952380952381	-0.761904761904762	0.80952380952381	0.761904761904762	0	0	0.837121377562538	-0.718575757147955	0	0	0.802409595481884	0	0	0	0.928571428571429	0.756322556535113	0	0.730552019767088	0	0	0	0	-0.785714285714286	0.976190476190476	0.853912563829967	-0.87831006565368	0	0	0.714285714285714	0	0.811754063090946	0.811754063090946	0	0	0	0.875172349269926	0	0.875172349269926	0	0	0	0	0	0	0	0	0	0
FUNasv29	0	-0.714285714285714	-0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	-0.714285714285714	0	0	-0.785714285714286	-0.833333333333333	0	0	0	0	0	0.714285714285714	0	0	0	0	0	-0.738095238095238	0	0	-0.80952380952381	0	0	0	-0.904761904761905	-0.761904761904762	0	0	0	-0.833333333333333	0	0	0.714285714285714	0.785714285714286	0	0	0.710284805204577	0	0.976190476190476	0.707527552887687	0.802409595481884	0	0	0	0	0.80511756018254	0.754504545005353	0	0	0	0	0.902707567477393	-0.785714285714286	0	0.780720058358827	0	-0.833333333333333	0	0.880952380952381	0	0.837121377562538	0.786386748619354	0	0	0	0	0	0	0	0	0	0	0	0.763762615825973	0	0	0.732588631506546	0
FUNasv30	0.785714285714286	0.738095238095238	0.714285714285714	0	0	0	-0.850314645958414	0.857142857142857	0.785714285714286	0	0.761904761904762	-0.880952380952381	0	0	0.738095238095238	0.738095238095238	0.880952380952381	0	0	0	0	-0.928571428571429	0.826362120720149	0.87831006565368	-0.928571428571429	-0.904761904761905	0	0	0	0.857142857142857	0	-0.780720058358827	-0.756322556535113	0.738095238095238	0	0	0.833333333333333	0	0.738095238095238	0.922172221673209	-0.761904761904762	-0.833333333333333	0.714285714285714	0.880952380952381	0.833333333333333	-0.928571428571429	0	0	0	-0.938590635448906	0	0	0	0	0	0	0	-0.904761904761905	-0.853912563829967	0	-0.766480807624486	0	0	0	-0.780720058358827	0	-0.904761904761905	-0.756322556535113	0.902707567477393	0.761904761904762	0	-0.80952380952381	-0.84559432466447	-0.86248869203413	-0.761019434147762	-0.79907040585515	-0.773703091383558	0	0	0	0	-0.84559432466447	0	0	-0.84559432466447	0	0	-0.84559432466447	-0.84559432466447	0	-0.84559432466447
FUNasv32	0.904761904761905	1	0	0	0	0	-0.922172221673209	0.738095238095238	0.976190476190476	0	0	-0.904761904761905	-0.714285714285714	0.738095238095238	0	0.928571428571429	0	0.738095238095238	0.785714285714286	0	0	-0.761904761904762	0.958101009530607	0.87831006565368	-0.80952380952381	-0.857142857142857	0	0	0	0.80952380952381	0.785714285714286	0	0	0.714285714285714	-0.785714285714286	0	0	0.714285714285714	0.761904761904762	0	-0.761904761904762	-0.738095238095238	0	0.738095238095238	0	0	-0.833333333333333	0	0	-0.710284805204577	0.802409595481884	-0.738095238095238	0	-0.730552019767088	0	0	0	-0.880952380952381	0	0	0	0	0	0	0	0.738095238095238	-0.880952380952381	-0.780720058358827	0.853912563829967	0	0	0	0	-0.786386748619354	-0.837121377562538	0	0	0	-0.735652119676169	0	-0.735652119676169	0	0	0	0	0	-0.732588631506546	0	0	-0.763762615825973	0
FUNasv34	0.976190476190476	0.928571428571429	0	0	0	0	-0.802409595481884	0.80952380952381	0.904761904761905	0	0	-0.80952380952381	0	0.738095238095238	0.928571428571429	0	0.714285714285714	0.80952380952381	0.714285714285714	0	0	-0.857142857142857	0.874267171196679	0.927105069301107	-0.738095238095238	-0.833333333333333	0	0	0	0.738095238095238	0.904761904761905	0	0	0.833333333333333	-0.904761904761905	0	0	0.785714285714286	0	0.742528282386221	-0.904761904761905	-0.714285714285714	0	0	0.738095238095238	0	-0.904761904761905	0	0	-0.710284805204577	0.922172221673209	-0.714285714285714	0	0	0	0	0	-0.761904761904762	0	0	-0.790433332862751	0	0	0	0	0	-0.761904761904762	0	0.902707567477393	0.785714285714286	0	0	0	-0.710284805204577	-0.913223320977314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv36	0	0	0	0	0	0	-0.754504545005353	0.833333333333333	0	0	0.857142857142857	-0.714285714285714	0	0.880952380952381	0	0.714285714285714	0	0	0	0	0	-0.80952380952381	0	0.756322556535113	-0.880952380952381	-0.738095238095238	0	0	0.714285714285714	0.761904761904762	0.714285714285714	-0.95150257112482	0	0.785714285714286	0	0	0.761904761904762	0	0	0.766480807624486	0	0	0	0.80952380952381	0.857142857142857	-0.80952380952381	0	0	0	-0.79907040585515	0.790433332862751	0	0	0	0	0	0	-0.714285714285714	0	0	0	0	0	0	-0.7319250547114	0	-0.785714285714286	0	0.7319250547114	0.857142857142857	0	-0.714285714285714	-0.763762615825973	-0.79907040585515	0	-0.938590635448906	-0.913223320977314	0	0	0	0	-0.763762615825973	0	0	-0.84559432466447	0	0	-0.84559432466447	-0.84559432466447	0	-0.763762615825973
FUNasv38	0.833333333333333	0.738095238095238	0.80952380952381	0	0	0	0	0.714285714285714	0.761904761904762	0	0	-0.761904761904762	-0.785714285714286	0	0.738095238095238	0.80952380952381	0	0	0.857142857142857	0	0	-0.714285714285714	0.742528282386221	0.80511756018254	0	-0.80952380952381	0	0	0	0	0.880952380952381	0	0	0.928571428571429	0	0	0	0.952380952380952	0	0	-0.714285714285714	-0.714285714285714	0.785714285714286	0	0.833333333333333	-0.761904761904762	-0.952380952380952	0	0	-0.761019434147762	0.778457070243618	-0.761904761904762	0	-0.838338383339281	0	0	0	0	0	0	-0.850314645958414	0	0	0	0	0.80952380952381	0	-0.780720058358827	0.756322556535113	0.857142857142857	0	0	0	0	-0.938590635448906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv40	0.738095238095238	0.785714285714286	0.928571428571429	0.738095238095238	0	0	0	0	0.80952380952381	0	0	-0.761904761904762	-0.833333333333333	0	0.785714285714286	0.714285714285714	0	0.857142857142857	0	0	0.738095238095238	0	0.802409595481884	0.7319250547114	0	-0.738095238095238	0	0	0	0.738095238095238	0.761904761904762	0	0	0	0	0	0	0.880952380952381	0.904761904761905	0	0	-0.80952380952381	0.904761904761905	0	0	0	-0.80952380952381	0	0	-0.761019434147762	0	-0.761904761904762	0	-0.97007727214974	0	0	0	-0.714285714285714	-0.780720058358827	0	-0.790433332862751	0	0	0	-0.707527552887687	0.976190476190476	-0.714285714285714	-0.902707567477393	0.707527552887687	0	0	-0.714285714285714	0	-0.761019434147762	-0.86248869203413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.730552019767088	0	0	0	0	0	0	0	0	0	0	0	0	-0.7319250547114	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97007727214974	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv43	0	0	0.761904761904762	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.738095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	-0.778457070243618	0	0	0	0	0	0	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv44	-0.904761904761905	-0.761904761904762	-0.738095238095238	0	0	0	0.778457070243618	-0.904761904761905	-0.80952380952381	0	0	0.80952380952381	0	-0.928571428571429	-0.761904761904762	-0.857142857142857	-0.80952380952381	-0.714285714285714	0	0	0	0	-0.826362120720149	-0.95150257112482	0.80952380952381	0.880952380952381	0	0	0	-0.80952380952381	-0.785714285714286	0	0.707527552887687	-0.761904761904762	0	0	-0.833333333333333	0	-0.738095238095238	-0.946124746911475	0.928571428571429	0.857142857142857	0	-0.80952380952381	-0.80952380952381	0.80952380952381	0.714285714285714	0	0	0.887856006505722	-0.766480807624486	0	0	0	0	0	0	0.833333333333333	0.756322556535113	0	0.850314645958414	0	0	0	0.7319250547114	0	0.785714285714286	0	-0.975900072948533	-0.738095238095238	0	0	0	0.761019434147762	0.86248869203413	0	0	0	0	0	0	0	0	0	0.791039852105472	0	0	0.791039852105472	0.791039852105472	0	0
FUNasv45	0.910195959054077	0.958101009530607	0.754504545005353	0	0	0	-0.91566265060241	0.790433332862751	0.994029797388005	0	0	-0.97007727214974	0	0.826362120720149	0.958101009530607	0.874267171196679	0	0.742528282386221	0.802409595481884	0	0	-0.826362120720149	0	0.93267331798025	-0.814385858101016	-0.946124746911475	0	0	0	0.874267171196679	0.742528282386221	0	-0.760865075194415	0	0	0	0.766480807624486	0	0.826362120720149	0.77710843373494	-0.802409595481884	-0.826362120720149	0.742528282386221	0.814385858101016	0.718575757147955	0	-0.778457070243618	0	0	-0.803869670662643	0.716867469879518	0	0	-0.795180722891566	0	0	0	-0.934148484292342	-0.724049023168879	0	-0.759036144578313	0	0	0	0	0.802409595481884	-0.934148484292342	-0.834497179245487	0.90812928329656	0	-0.718575757147955	0	0	-0.791109834620379	-0.842149178789436	0	0	0	-0.803869670662643	0	-0.803869670662643	0	0	-0.748593057852569	0	0	0	0	0	0	0
FUNasv49	0.975900072948533	0.87831006565368	0.756322556535113	0	0	0	-0.822225161903642	0.902707567477393	0.927105069301107	0	0	-0.902707567477393	0	0.87831006565368	0.87831006565368	0.927105069301107	0.756322556535113	0.80511756018254	0.7319250547114	0	0	-0.95150257112482	0.93267331798025	0	-0.780720058358827	-0.95150257112482	0	0	0	0.853912563829967	0.853912563829967	0	0	0.780720058358827	-0.7319250547114	0	0.829515062006253	0.707527552887687	0.756322556535113	0.859041213929178	-0.95150257112482	-0.829515062006253	0	0.80511756018254	0.829515062006253	-0.756322556535113	-0.829515062006253	0	0	-0.85779415410156	0.809953144561796	0	0	-0.724049023168879	0	0	0	-0.853912563829967	0	0	-0.883585248612869	0	0	0	0	0.7319250547114	-0.853912563829967	-0.75	0.975	0.7319250547114	0	0	0	-0.753819105119553	-0.909781678592564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv51	-0.714285714285714	-0.80952380952381	0	0	0	0	0.946124746911475	-0.785714285714286	-0.785714285714286	0	-0.833333333333333	0.857142857142857	0.714285714285714	-0.928571428571429	-0.80952380952381	-0.738095238095238	-0.880952380952381	0	0	0	0	0.80952380952381	-0.814385858101016	-0.780720058358827	0	0.80952380952381	0	0	0	-0.857142857142857	0	0.80511756018254	0.780720058358827	-0.714285714285714	0	0	-0.761904761904762	0	-0.714285714285714	-0.850314645958414	0	0.738095238095238	-0.738095238095238	-0.880952380952381	-0.761904761904762	0.857142857142857	0	0	0	0.86248869203413	0	0.785714285714286	0	0	0	0	0	0.928571428571429	0.853912563829967	0	0	0	0	0	0.853912563829967	0	0.928571428571429	0.780720058358827	-0.80511756018254	-0.785714285714286	0	0.880952380952381	0.84559432466447	0.938590635448906	0	0.79907040585515	0.849805034798334	0	0	0	0	0.84559432466447	0	0	0.763762615825973	0	0	0.763762615825973	0.763762615825973	0	0.84559432466447
FUNasv52	-0.904761904761905	-0.857142857142857	-0.761904761904762	0	0	0	0.826362120720149	-0.80952380952381	-0.928571428571429	0	0	0.976190476190476	0	-0.904761904761905	-0.857142857142857	-0.833333333333333	-0.738095238095238	-0.80952380952381	-0.738095238095238	0	0	0.880952380952381	-0.946124746911475	-0.95150257112482	0.80952380952381	0	0	0	0	-0.833333333333333	-0.738095238095238	0	0	-0.761904761904762	0	0	-0.761904761904762	0	-0.761904761904762	-0.790433332862751	0.833333333333333	0.833333333333333	-0.738095238095238	-0.785714285714286	-0.80952380952381	0.833333333333333	0.785714285714286	0	0	0.86248869203413	-0.754504545005353	0	0	0.778457070243618	0	0	0	0.880952380952381	0.7319250547114	0	0.802409595481884	0	0	0	0	-0.761904761904762	0.928571428571429	0.80511756018254	-0.927105069301107	-0.714285714285714	0	0	0	0.761019434147762	0.86248869203413	0	0	0	0.786386748619354	0	0.786386748619354	0	0	0	0	0	0	0	0	0	0
FUNasv53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.738095238095238	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.791039852105472	0	0	-0.849805034798334	-0.79907040585515	0	0	0	0	-0.791039852105472	0	0	-0.87287156094397	0	0	-0.87287156094397	-0.87287156094397	0	-0.791039852105472
FUNasv54	0	0	0	0	-0.742528282386221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838338383339281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.944945335322096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv58	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0.976190476190476	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	-0.780720058358827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.763762615825973	0	0	-0.875172349269926	-0.849805034798334	0	0	0	0	-0.763762615825973	0	0	-0.84559432466447	0	0	-0.84559432466447	-0.84559432466447	0	-0.763762615825973
FUNasv62	0.761904761904762	0.80952380952381	0.738095238095238	0	0	0	-0.910195959054077	0.928571428571429	0.833333333333333	0	0	-0.857142857142857	0	0.857142857142857	0.80952380952381	0.738095238095238	0.761904761904762	0	0.738095238095238	0	0	-0.80952380952381	0.874267171196679	0.853912563829967	-0.857142857142857	-0.833333333333333	0	0	0	0	0.761904761904762	0	-0.902707567477393	0	0	0	0.952380952380952	0	0.785714285714286	0.862290908577547	-0.714285714285714	-0.738095238095238	0.80952380952381	0.952380952380952	0.857142857142857	-0.761904761904762	0	0	0	-0.913223320977314	0	0	0	-0.790433332862751	0	0	0	-0.904761904761905	-0.829515062006253	-0.718575757147955	-0.850314645958414	0	0	0	-0.756322556535113	0.80952380952381	-0.904761904761905	-0.902707567477393	0.80511756018254	0	-0.857142857142857	-0.738095238095238	-0.87287156094397	-0.913223320977314	-0.710284805204577	0	0	0	0	0	0	-0.87287156094397	0	0	-0.791039852105472	0	0	-0.791039852105472	-0.791039852105472	0	-0.87287156094397
FUNasv63	0.880952380952381	0.785714285714286	0	0	0	0	0	0.880952380952381	0.761904761904762	0	0	0	-0.738095238095238	0	0.785714285714286	0.904761904761905	0.714285714285714	0.880952380952381	0.761904761904762	0	0	-0.785714285714286	0.742528282386221	0.853912563829967	0	-0.738095238095238	0	0	0	0.761904761904762	0	0	0	0.880952380952381	-0.761904761904762	0	0.714285714285714	0.880952380952381	0	0	-0.833333333333333	0	0	0	0.880952380952381	0	-0.952380952380952	0	0.80952380952381	-0.761019434147762	0.826362120720149	0	-0.756322556535113	0	0	0	0	0	0	0	-0.922172221673209	0	0	0	-0.707527552887687	0.714285714285714	0	-0.7319250547114	0.780720058358827	0.857142857142857	0	0	0	-0.735652119676169	-0.887856006505722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv66	0	0	0	0	0	0	0	0	0	0	-0.829515062006253	0	0	-0.780720058358827	0	0	-0.95150257112482	0	0	0	0	0	0	0	0.80511756018254	0	0	0	-0.707527552887687	0	0	0	0	-0.80511756018254	0	0	0	0	0	0	0	0	0	0	-0.756322556535113	0.780720058358827	0	0	0	0	-0.785409109878106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87831006565368	0	0.707527552887687	0	0	0	0.935775440838066	0.909781678592564	0	0	0	0	0	0	0	0.754672942406179	0	0	0.754672942406179	0.754672942406179	0	0
FUNasv67	0	0	0	0	0	-0.7319250547114	0.859041213929178	-0.780720058358827	-0.707527552887687	0.7319250547114	0	0.707527552887687	0	-0.756322556535113	0	0	0	0	0	0	0	0.707527552887687	-0.760865075194415	0	0.780720058358827	0	0	0	0	-0.902707567477393	0	0	0	0	0	0	-0.902707567477393	0	-0.707527552887687	-0.822225161903642	0	0	0	-0.95150257112482	0	0	0	0	0	0.753819105119553	0	0	0	0	0	0	0	0.87831006565368	0.725	0	0	0	0	0	0	0	0.780720058358827	0	0	0	0.95150257112482	0	0.810574641843674	0.779812867365055	0	0	0	0	0	0	0	0.810574641843674	0	0	0	0	0	0	0	0	0.810574641843674
