	FUNasv2	FUNasv5	FUNasv6	FUNasv7	FUNasv9	FUNasv10	FUNasv11	FUNasv12	FUNasv14	FUNasv16	FUNasv20	FUNasv24	FUNasv29	FUNasv30	FUNasv34	FUNasv36	FUNasv38	FUNasv43	FUNasv44	FUNasv51	FUNasv52	FUNasv53	FUNasv58	FUNasv62	FUNasv63	FUNasv66	FUNasv67	FUNasv68	FUNasv73	FUNasv76	FUNasv85	FUNasv87	FUNasv88	FUNasv89	FUNasv91	FUNasv92	FUNasv98	FUNasv101	FUNasv102	FUNasv103	FUNasv119	FUNasv122	FUNasv132	FUNasv138	FUNasv139	FUNasv143	FUNasv156	FUNasv158	FUNasv163	FUNasv176	FUNasv182	FUNasv183	FUNasv186	FUNasv203	FUNasv204	FUNasv207	FUNasv214	FUNasv220	FUNasv224	FUNasv229	FUNasv249	FUNasv254	FUNasv257	FUNasv269	FUNasv272	FUNasv277	FUNasv279	FUNasv296	FUNasv299	FUNasv300	FUNasv301	FUNasv309	FUNasv334	FUNasv340	FUNasv361	FUNasv366	FUNasv406	FUNasv418	FUNasv427	FUNasv438	FUNasv469	FUNasv497	FUNasv514	FUNasv516	FUNasv582
FUNasv20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95150257112482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv24	-0.857142857142857	-0.904761904761905	-0.738095238095238	0	0	0	0.898219696434944	-0.761904761904762	-0.952380952380952	0	0	0	0	-0.880952380952381	-0.80952380952381	-0.714285714285714	-0.761904761904762	0	0.80952380952381	0.857142857142857	0.976190476190476	0	0	-0.857142857142857	0	0	0.707527552887687	-0.714285714285714	0	0	-0.738095238095238	-0.785714285714286	-0.754504545005353	0.738095238095238	0.80952380952381	0	-0.785714285714286	-0.80952380952381	-0.761904761904762	0.80952380952381	0	0	0.761904761904762	0	0	0.837121377562538	0	0	0.802409595481884	0	0.928571428571429	0	0.756322556535113	0	0.732588631506546	0.730552019767088	0	-0.785714285714286	0.976190476190476	0.853912563829967	0	0	0	-0.754504545005353	-0.853912563829967	0.714285714285714	0	0.811754063090946	0	-0.707527552887687	0.811754063090946	0.763762615825973	0	0.875172349269926	0.875172349269926	0	0	0.732588631506546	0	0	0	0	0.732588631506546	0	0
FUNasv29	0	-0.714285714285714	-0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.785714285714286	0	0	0.714285714285714	0	0	0	0	-0.738095238095238	0	0	-0.80952380952381	0	0	0	-0.761904761904762	0	0	0	-0.838338383339281	-0.833333333333333	0	0	0.714285714285714	-0.790433332862751	-0.853912563829967	0.785714285714286	0	0	0.710284805204577	0.976190476190476	0.707527552887687	0.802409595481884	0	0	0	0.80511756018254	0.754504545005353	0	0	0.902707567477393	-0.785714285714286	0	0.780720058358827	0	-0.833333333333333	0	0	0	0.880952380952381	0	0.837121377562538	0	-0.853912563829967	0.786386748619354	0	0	0	0	0	0	0	0	0	0.763762615825973	0	0	0.732588631506546	0
FUNasv30	0.785714285714286	0.738095238095238	0.714285714285714	0	0	0	-0.850314645958414	0.857142857142857	0.785714285714286	0	0	-0.880952380952381	0	0	0.738095238095238	0.880952380952381	0	0	-0.928571428571429	-0.928571428571429	-0.904761904761905	0	0	0.857142857142857	0	-0.780720058358827	-0.756322556535113	0.738095238095238	0	0	0.833333333333333	0.738095238095238	0.922172221673209	-0.761904761904762	-0.833333333333333	0	0.714285714285714	0.880952380952381	0.833333333333333	-0.928571428571429	0	0.756322556535113	0	0	0	-0.938590635448906	0	0	0	0	-0.904761904761905	0	-0.853912563829967	0	0	-0.766480807624486	-0.780720058358827	0	-0.904761904761905	-0.756322556535113	0	0.761904761904762	0	0.898219696434944	0.975900072948533	-0.80952380952381	0	-0.86248869203413	0	0.853912563829967	-0.761019434147762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv34	0.976190476190476	0.928571428571429	0	0	0	0	-0.802409595481884	0.80952380952381	0.904761904761905	0	0	-0.80952380952381	0	0.738095238095238	0	0.714285714285714	0.80952380952381	0	-0.857142857142857	-0.738095238095238	-0.833333333333333	0	0	0.738095238095238	0.904761904761905	0	0	0.833333333333333	0	0	0	0	0.742528282386221	-0.904761904761905	-0.714285714285714	0.802409595481884	0	0	0.738095238095238	0	0	0	-0.904761904761905	0	0	-0.710284805204577	-0.714285714285714	0	0	0	-0.761904761904762	0	0	0	0	-0.790433332862751	0	0	-0.761904761904762	0	0	0.785714285714286	0	0.826362120720149	0.780720058358827	0	0	-0.710284805204577	0	0	-0.913223320977314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv36	0	0	0	0	0	0	-0.754504545005353	0.833333333333333	0	0	0	-0.714285714285714	0	0.880952380952381	0.714285714285714	0	0	0	-0.80952380952381	-0.880952380952381	-0.738095238095238	0	0.714285714285714	0.761904761904762	0.714285714285714	-0.95150257112482	0	0.785714285714286	0	0	0.761904761904762	0	0.766480807624486	0	0	0	0	0.80952380952381	0.857142857142857	-0.80952380952381	0	0	0	0	0	-0.79907040585515	0	0	0	0	-0.714285714285714	0	0	0	0	0	-0.7319250547114	0	-0.785714285714286	0	0	0.857142857142857	0	0.898219696434944	0.927105069301107	-0.714285714285714	0	-0.79907040585515	0	0.756322556535113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv38	0.833333333333333	0.738095238095238	0.80952380952381	0	0	0	0	0.714285714285714	0.761904761904762	0	0	-0.761904761904762	-0.785714285714286	0	0.80952380952381	0	0	0	-0.714285714285714	0	-0.80952380952381	0	0	0	0.880952380952381	0	0	0.928571428571429	0	0	0	0	0	-0.714285714285714	-0.714285714285714	0.766480807624486	0.785714285714286	0	0.833333333333333	-0.761904761904762	0	0.707527552887687	-0.952380952380952	0	0	-0.761019434147762	-0.761904761904762	0	-0.838338383339281	0	0	0	0	0	0	-0.850314645958414	0	0.80952380952381	0	-0.780720058358827	0	0.857142857142857	0	0	0	0	0	0	0	0.7319250547114	-0.938590635448906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv43	0	0	0.761904761904762	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	0	-0.778457070243618	0	0	0	0	0	-0.732588631506546	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.763762615825973	0	0	0	0	0	-0.732588631506546	0	0	0	0	-0.732588631506546	0	0
FUNasv44	-0.904761904761905	-0.761904761904762	-0.738095238095238	0	0	0	0.778457070243618	-0.904761904761905	-0.80952380952381	0	0	0.80952380952381	0	-0.928571428571429	-0.857142857142857	-0.80952380952381	-0.714285714285714	0	0	0.80952380952381	0.880952380952381	0	0	-0.80952380952381	-0.785714285714286	0	0.707527552887687	-0.761904761904762	0	0	-0.833333333333333	-0.738095238095238	-0.946124746911475	0.928571428571429	0.857142857142857	0	0	-0.80952380952381	-0.80952380952381	0.80952380952381	0	-0.7319250547114	0.714285714285714	0	0	0.887856006505722	0	0	0	0	0.833333333333333	0	0.756322556535113	0	0	0.850314645958414	0.7319250547114	0	0.785714285714286	0	0	-0.738095238095238	0	-0.898219696434944	-0.902707567477393	0	0	0.761019434147762	0	-0.756322556535113	0.86248869203413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv51	-0.714285714285714	-0.80952380952381	0	0	0	0	0.946124746911475	-0.785714285714286	-0.785714285714286	0	0	0.857142857142857	0.714285714285714	-0.928571428571429	-0.738095238095238	-0.880952380952381	0	0	0.80952380952381	0	0.80952380952381	0	0	-0.857142857142857	0	0.80511756018254	0.780720058358827	-0.714285714285714	0	0	-0.761904761904762	-0.714285714285714	-0.850314645958414	0	0.738095238095238	0	-0.738095238095238	-0.880952380952381	-0.761904761904762	0.857142857142857	0	-0.756322556535113	0	0	0	0.86248869203413	0.785714285714286	0	0	0	0.928571428571429	0	0.853912563829967	0	0	0	0.853912563829967	0	0.928571428571429	0.780720058358827	0	-0.785714285714286	0	-0.934148484292342	-0.975900072948533	0.880952380952381	0	0.938590635448906	0	-0.853912563829967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv52	-0.904761904761905	-0.857142857142857	-0.761904761904762	0	0	0	0.826362120720149	-0.80952380952381	-0.928571428571429	0	0	0.976190476190476	0	-0.904761904761905	-0.833333333333333	-0.738095238095238	-0.80952380952381	0	0.880952380952381	0.80952380952381	0	0	0	-0.833333333333333	-0.738095238095238	0	0	-0.761904761904762	0	0	-0.761904761904762	-0.761904761904762	-0.790433332862751	0.833333333333333	0.833333333333333	0	-0.738095238095238	-0.785714285714286	-0.80952380952381	0.833333333333333	0	0	0.785714285714286	0	0	0.86248869203413	0	0	0.778457070243618	0	0.880952380952381	0	0.7319250547114	0	0.732588631506546	0.802409595481884	0	-0.761904761904762	0.928571428571429	0.80511756018254	0	-0.714285714285714	0	-0.754504545005353	-0.853912563829967	0	0	0.761019434147762	0	-0.707527552887687	0.86248869203413	0.763762615825973	0	0.786386748619354	0.786386748619354	0	0	0.732588631506546	0	0	0	0	0.732588631506546	0	0
FUNasv53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.738095238095238	0	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0.976190476190476	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	-0.780720058358827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718575757147955	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv62	0.761904761904762	0.80952380952381	0.738095238095238	0	0	0	-0.910195959054077	0.928571428571429	0.833333333333333	0	0	-0.857142857142857	0	0.857142857142857	0.738095238095238	0.761904761904762	0	0	-0.80952380952381	-0.857142857142857	-0.833333333333333	0	0	0	0.761904761904762	0	-0.902707567477393	0	0	0	0.952380952380952	0.785714285714286	0.862290908577547	-0.714285714285714	-0.738095238095238	0.802409595481884	0.80952380952381	0.952380952380952	0.857142857142857	-0.761904761904762	0	0.80511756018254	0	0	0	-0.913223320977314	0	0	-0.790433332862751	0	-0.904761904761905	0	-0.829515062006253	-0.718575757147955	0	-0.850314645958414	-0.756322556535113	0.80952380952381	-0.904761904761905	-0.902707567477393	0	0	-0.857142857142857	0.850314645958414	0.853912563829967	-0.738095238095238	0	-0.913223320977314	0	0.7319250547114	-0.710284805204577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv63	0.880952380952381	0.785714285714286	0	0	0	0	0	0.880952380952381	0.761904761904762	0	0	0	-0.738095238095238	0	0.904761904761905	0.714285714285714	0.880952380952381	0	-0.785714285714286	0	-0.738095238095238	0	0	0.761904761904762	0	0	0	0.880952380952381	0	0	0.714285714285714	0	0	-0.833333333333333	0	0.934148484292342	0	0	0.880952380952381	0	0.766480807624486	0.7319250547114	-0.952380952380952	0	0.80952380952381	-0.761019434147762	0	-0.756322556535113	0	0	0	0	0	0	0	-0.922172221673209	-0.707527552887687	0.714285714285714	0	-0.7319250547114	0	0.857142857142857	0	0.766480807624486	0.707527552887687	0	0	-0.735652119676169	0	0	-0.887856006505722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv66	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.780720058358827	0	-0.95150257112482	0	0	0	0.80511756018254	0	0	-0.707527552887687	0	0	0	0	-0.80511756018254	0	0	0	0	0	0	0	0	0	0	-0.756322556535113	0.780720058358827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87831006565368	0	-0.797681127219951	-0.85	0.707527552887687	0	0	0	-0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv67	0	0	0	0	0	-0.7319250547114	0.859041213929178	-0.780720058358827	-0.707527552887687	0.7319250547114	0	0.707527552887687	0	-0.756322556535113	0	0	0	0	0.707527552887687	0.780720058358827	0	0	0	-0.902707567477393	0	0	0	0	0	0	-0.902707567477393	-0.707527552887687	-0.822225161903642	0	0	0	0	-0.95150257112482	0	0	0	0	0	0	0	0.753819105119553	0	0	0	0	0.87831006565368	0	0.725	0	0	0	0	0	0.780720058358827	0	0	0	0.95150257112482	-0.785409109878106	-0.75	0	0	0.779812867365055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv68	0.80952380952381	0.714285714285714	0	0	0	0	0	0.738095238095238	0	0	0	-0.714285714285714	-0.80952380952381	0.738095238095238	0.833333333333333	0.785714285714286	0.928571428571429	0	-0.761904761904762	-0.714285714285714	-0.761904761904762	0	0	0	0.880952380952381	-0.80511756018254	0	0	0	0	0	0	0	-0.714285714285714	0	0.790433332862751	0	0	0.857142857142857	-0.80952380952381	0.742528282386221	0.707527552887687	-0.928571428571429	0	0.738095238095238	-0.761019434147762	-0.833333333333333	0	0	0	0	0	0	0	0	-0.790433332862751	-0.756322556535113	0	0	0	0	0.976190476190476	0	0.742528282386221	0.780720058358827	-0.738095238095238	0	-0.735652119676169	0	0.80511756018254	-0.887856006505722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv73	0	0	0	0	0.975900072948533	0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.927105069301107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv76	0	0	0	0	-0.952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.927105069301107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv85	0.714285714285714	0	0	0	0	0	-0.790433332862751	0.952380952380952	0.714285714285714	0	0	-0.738095238095238	0	0.833333333333333	0	0.761904761904762	0	0	-0.833333333333333	-0.761904761904762	-0.761904761904762	0	0	0.952380952380952	0.714285714285714	0	-0.902707567477393	0	0	0	0	0	0.874267171196679	-0.761904761904762	0	0.730552019767088	0	0.952380952380952	0.833333333333333	0	0	0.7319250547114	0	0	0	-0.875172349269926	0	0	0	0	-0.80952380952381	0	-0.7319250547114	0	0	-0.850314645958414	0	0	-0.785714285714286	-0.756322556535113	0	0	-0.904761904761905	0.826362120720149	0.80511756018254	0	0	-0.79907040585515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv87	0.714285714285714	0.761904761904762	0.952380952380952	0	0	0	-0.790433332862751	0	0.80952380952381	0	0	-0.785714285714286	-0.761904761904762	0.738095238095238	0	0	0	0	-0.738095238095238	-0.714285714285714	-0.761904761904762	0	0	0.785714285714286	0	0	-0.707527552887687	0	0	0	0	0	0.826362120720149	0	-0.952380952380952	0	0.857142857142857	0	0	-0.738095238095238	0	0.853912563829967	0	0	0	-0.837121377562538	-0.738095238095238	0	-0.910195959054077	0	-0.857142857142857	0	-0.902707567477393	-0.814385858101016	-0.732588631506546	-0.730552019767088	-0.780720058358827	0.928571428571429	-0.761904761904762	-0.853912563829967	0	0	0	0	0.707527552887687	-0.785714285714286	0	-0.811754063090946	0	0.780720058358827	-0.811754063090946	-0.763762615825973	0	0	0	0	-0.829515062006253	-0.732588631506546	-0.756322556535113	0	0	0	-0.732588631506546	0	0
FUNasv88	0.778457070243618	0	0.790433332862751	0	0	0	-0.819277108433735	0.898219696434944	0.742528282386221	0	0	-0.754504545005353	0	0.922172221673209	0.742528282386221	0.766480807624486	0	0	-0.946124746911475	-0.850314645958414	-0.790433332862751	0	0	0.862290908577547	0	0	-0.822225161903642	0	0	0	0.874267171196679	0.826362120720149	0	-0.790433332862751	-0.886243433815812	0.740963855421687	0	0.862290908577547	0.778457070243618	-0.826362120720149	0	0.859041213929178	0	0	0	-0.931468031085285	0	0	0	0	-0.874267171196679	0.713467689932987	-0.883585248612869	-0.771084337349398	0	-0.819277108433735	-0.846769196587333	0	-0.778457070243618	-0.724049023168879	0	0	0	0.921686746987952	0.90812928329656	-0.778457070243618	0	-0.8549090148317	0	0.834497179245487	-0.778349998578115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv89	-0.952380952380952	-0.761904761904762	0	0	0	0	0	-0.857142857142857	-0.80952380952381	0	0	0.738095238095238	0	-0.761904761904762	-0.904761904761905	0	-0.714285714285714	0	0.928571428571429	0	0.833333333333333	0	0	-0.714285714285714	-0.833333333333333	0	0	-0.714285714285714	0	0	-0.761904761904762	0	-0.790433332862751	0	0.714285714285714	0	0	0	-0.738095238095238	0	0	0	0.761904761904762	0	0	0.722968462440373	0	0	0	0	0	0	0	0	0	0.838338383339281	0	0	0	0	0	0	0	-0.766480807624486	-0.7319250547114	0	0	0	0	0	0.849805034798334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv91	-0.785714285714286	-0.738095238095238	-0.928571428571429	0	0	0	0.754504545005353	-0.714285714285714	-0.80952380952381	0	0	0.80952380952381	0	-0.833333333333333	-0.714285714285714	0	-0.714285714285714	0	0.857142857142857	0.738095238095238	0.833333333333333	0	0	-0.738095238095238	0	0	0	0	0	0	0	-0.952380952380952	-0.886243433815812	0.714285714285714	0	0	-0.761904761904762	0	0	0.80952380952381	0	-0.80511756018254	0	0	0	0.86248869203413	0.714285714285714	0	0.826362120720149	0	0.857142857142857	0	0.87831006565368	0.754504545005353	0.732588631506546	0.742528282386221	0.756322556535113	-0.833333333333333	0.761904761904762	0.756322556535113	0	0	0	-0.730552019767088	-0.780720058358827	0.761904761904762	0	0.761019434147762	0	-0.80511756018254	0.86248869203413	0.763762615825973	0	0	0	0	0.7319250547114	0.732588631506546	0	0	0	0	0.732588631506546	0	0
FUNasv92	0.742528282386221	0.742528282386221	0	0	0	0	-0.734939759036145	0.862290908577547	0	0	0	0	-0.838338383339281	0	0.802409595481884	0	0.766480807624486	0	0	0	0	0	0	0.802409595481884	0.934148484292342	0	0	0.790433332862751	0	0	0.730552019767088	0	0.740963855421687	0	0	0	0.742528282386221	0	0.838338383339281	0	0.855421686746988	0.859041213929178	-0.850314645958414	0	0.850314645958414	-0.778349998578115	-0.766480807624486	-0.871313231271023	-0.734939759036145	0	0	0	-0.724049023168879	0	0	-0.867469879518072	-0.846769196587333	0.754504545005353	0	-0.785409109878106	0	0.826362120720149	0	0.807228915662651	0.711777005827033	-0.718575757147955	0	-0.842149178789436	0	0.736321040510724	-0.791109834620379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
